Send Rates,Block Size,Avg Latency,Throughput
10,385,1.08,9.9
145.2,340,0.78,123.3
175.3,635,0.72,161
190.5,320,0.71,160.8
10,190,1.1,9.9
80.1,95,0.85,70.9
80.1,210,0.94,69.2
50.1,400,1.27,47.1
170.2,585,0.66,162.7
150.3,165,0.87,121.8
60.1,620,1.29,59.3
195.1,55,0.35,139.6
25,420,1.16,24.2
140.3,215,0.81,121
130.2,735,0.93,118.3
175.2,665,0.66,159.8
115.3,20,0.16,114.3
40,35,0.54,37.6
115.2,325,0.87,96
75.1,60,0.59,66.8
65.1,100,0.95,64.4
70.1,775,1.14,61.3
15,745,1.09,14.7
140.3,335,0.79,122.2
150.2,310,0.93,120.5
60.1,760,1.32,58.4
45.1,490,1.25,43.1
145.2,390,0.83,118.8
120.2,515,0.82,97.1
60.1,335,1.32,58.3
199.2,130,0.8,161.4
35,680,1.2,34.3
115.3,460,0.88,98
135.4,495,0.78,121.4
80.1,735,0.94,69
125.2,305,0.8,119.9
175.3,370,0.69,159.1
65.1,30,0.31,57.8
35,565,1.2,34.1
190.2,575,0.77,153.8
90.1,760,0.92,79.5
55.1,570,1.32,51.6
10,525,1.09,9.9
65.1,420,1.29,60.7
110.2,10,0.09,109.9
35,260,1.2,34
155.4,380,0.74,122.4
80.1,15,0.17,69.2
45.1,100,1.26,43.2
170.3,55,0.35,126.1
145.2,465,0.85,119.2
70.1,125,1.13,69.2
85.1,90,0.73,72.5
90.1,50,0.4,89.4
155.2,560,0.76,121.5
120.3,560,0.81,97.3
180,105,0.65,134.6
70.1,670,1.12,61.4
70.1,10,0.11,69.9
160,180,0.79,121.7
25,130,1.15,24.2
185.6,75,0.47,136.6
35,460,1.21,33.9
70.1,305,1.14,61.2
45.1,360,1.26,42.9
30,740,1.17,28.4
30,600,1.17,28.3
165.3,370,0.67,124.1
75.1,505,1.06,68.8
20,800,1.13,19.3
110.2,240,0.89,96.4
154.2,765,0.88,121.2
10,700,1.09,9.9
85.1,790,0.96,79.8
25,700,1.15,24.1
150.2,730,0.82,120.1
100.2,255,0.82,95.1
25,540,1.15,24.2
119.9,355,0.84,98
30,635,1.17,29.8
60.1,100,1.03,59.5
20,290,1.14,19.2
165.4,275,0.68,161.4
100.3,150,0.82,96.4
175.5,205,0.72,157.7
20,430,1.13,19.3
145.2,120,0.77,112.1
15,190,1.12,14.7
85.1,30,0.26,72.8
168.7,720,0.71,159.2
140,800,0.76,122.1
150.2,45,0.31,115
110.1,290,0.89,95.1
190.4,410,0.73,161.2
165.2,475,0.7,155.5
65.1,480,1.3,60.7
110.2,670,0.9,96.7
150.4,135,0.92,120.9
194.9,475,0.77,160.5
159.8,215,0.75,121.7
120.3,225,0.84,97.7
155.3,335,0.77,122.4
165.1,665,0.7,159.5
80.1,145,0.92,69.2
160.3,635,0.67,155.5
40,665,1.22,39.4
85.2,545,0.95,79.4
25,50,1.09,25
55.1,485,1.26,53.6
50.1,505,1.29,47
170.2,320,0.69,162.8
95.1,175,0.84,81
50.1,525,1.28,47
125.2,465,0.81,120.6
180.3,40,0.23,178
185.4,320,0.77,154.9
110.2,180,0.91,95
115.3,325,0.86,96.4
20,395,1.13,19.3
75.1,585,1.02,69.6
125.2,430,0.86,116.7
190.2,50,0.4,185.1
160.3,190,0.74,121.2
80.1,620,0.93,69.7
130.2,165,0.85,119.7
75.1,720,1.04,69.7
65.1,555,1.26,60.7
200.3,270,0.86,156.3
100.2,770,0.85,95.2
125.3,85,0.64,103.1
75.1,350,1.05,69.7
155.3,705,0.71,120.3
105.1,320,0.78,98.4
80.1,385,0.94,69.6
100.2,430,0.81,97.8
165.5,15,0.19,123.5
140.2,615,0.78,121.6
190.4,485,0.79,160.5
145.2,85,0.59,116.6
125.2,800,0.84,117.5
180.2,350,0.68,164.1
105.2,235,0.8,97.5
100.1,175,0.83,95.3
80.1,745,0.95,70.1
145.2,180,0.9,118.9
20,360,1.13,19.3
120.2,180,0.85,96.6
95.2,495,0.83,79.7
50.1,635,1.28,47
90.1,20,0.17,89.7
50.1,435,1.28,47.6
130.2,370,0.83,119.4
155.1,700,0.71,118.6
115.2,380,0.88,96.4
15,435,1.09,14.7
125.2,740,0.86,118.6
160.3,325,0.69,122.3
140.2,95,0.63,111
135.2,190,0.84,120.8
35,160,1.2,34.4
85.1,205,0.97,79.6
159.8,380,0.74,123.6
145.3,250,0.72,123.2
35,435,1.2,34.3
85.2,195,0.9,81.9
140.2,30,0.23,109.3
95.1,335,0.83,93.6
145.2,550,0.78,122.5
10,155,1.09,9.9
105.3,475,0.8,97.8
75.1,635,1.04,69.6
125.2,495,0.82,118.1
180.3,165,0.77,157.5
135.4,295,0.8,120.8
85.1,405,0.94,80.3
65.1,125,1.19,64.2
50.1,380,1.29,47.1
10,605,1.08,9.9
185.3,795,0.74,160.5
65.1,110,1.05,57.5
45.1,405,1.23,43.7
180.5,115,0.69,137.6
85.1,475,0.97,79.5
150.5,425,0.82,121.4
20,210,1.15,19.2
115.2,445,0.87,96.3
110.2,515,0.9,96.7
55.1,75,0.86,50.3
105.2,420,0.8,98.4
160.4,20,0.18,158.3
150.5,290,0.79,119.8
125.3,205,0.8,119.4
95.3,270,0.84,80.5
40,370,1.22,39.7
90.2,460,0.9,79.7
175.3,300,0.67,163.5
130.2,620,0.84,118.9
40,435,1.24,39.4
160.2,625,0.74,123.2
85.1,180,0.95,79.7
189.3,710,0.79,156.2
190.3,70,0.43,136.7
10,465,1.08,9.9
95.2,340,0.86,79.8
25,755,1.16,24
60.1,285,1.33,57.8
15,470,1.1,14.8
110.2,255,0.87,96.2
185,115,0.73,140.6
75.1,800,1.06,69.4
85.1,610,0.95,79.4
25,790,1.15,24
90.1,735,0.92,80.8
50.1,150,1.28,47.2
195.2,160,0.75,159.4
85.1,545,0.96,79.8
20,635,1.14,19.2
25,280,1.17,24
75.1,200,1.05,69.4
115.2,535,0.88,96.5
85.1,110,0.9,72.1
130.2,220,0.84,118.9
140.2,775,0.79,120
180.1,720,0.68,164.3
10,730,1.09,9.9
15,40,1.1,14.7
160.3,85,0.59,122.9
185.4,120,0.67,136.1
145.2,215,0.84,119.7
70.1,770,1.12,61.6
155.3,445,0.76,121.5
145.2,425,0.87,119.2
35.1,480,1.18,34.7
115.2,65,0.48,94.2
70.1,100,0.92,69.3
155.5,330,0.75,122.5
130.4,185,0.89,118.7
90.1,265,0.92,79.4
130.4,455,0.83,119.7
130.3,325,0.86,119.5
190.3,600,0.76,161.1
150.2,80,0.54,116.4
50.1,705,1.29,47
30,250,1.2,29.6
70.1,275,1.15,61
164.2,235,0.67,159.5
155.3,260,0.78,121.3
10,80,1.08,9.9
160.5,385,0.68,121
175.3,695,0.67,163.6
15,180,1.12,14.6
35,360,1.19,34.3
20,775,1.14,19.3
199.2,730,0.83,159.6
85.1,125,0.98,83.7
115.2,80,0.58,94.9
45.1,335,1.25,43.4
115.2,305,0.86,97.4
150.2,175,0.82,119.5
15,620,1.08,14.7
70.1,740,1.11,61.3
198.2,315,0.77,160
175.3,725,0.66,163.2
194.7,370,0.76,160.7
190.4,160,0.77,158.8
190.7,110,0.55,137.4
15,120,1.08,14.7
10,445,1.08,9.9
155.5,510,0.75,121.5
165.3,550,0.67,160.1
30,150,1.17,29.8
150.3,720,0.88,121.6
155.3,15,0.14,118.1
95.1,780,0.86,81.1
80.1,310,0.92,69
10,625,1.09,9.8
70.1,285,1.15,61.2
185.3,590,0.79,157.8
190.4,545,0.78,157.6
145.2,495,0.76,122.4
85.1,350,0.97,79.3
155.2,760,0.81,121.6
145.4,230,0.88,119.3
60.1,215,1.29,53.9
100.2,530,0.81,94.9
160.3,520,0.68,155.8
190.3,335,0.75,160.8
70.1,90,0.85,61.2
95.1,450,0.84,80.5
55.1,270,1.31,52.3
170.3,435,0.65,162.5
45.1,480,1.27,42.8
155.2,305,0.74,120
65.1,295,1.3,60.9
105.2,185,0.8,96.7
130.2,130,0.85,120.5
194.3,280,0.75,157
105.2,775,0.98,93.2
55.1,190,1.29,53
10,175,1.1,9.9
100.1,105,0.83,85.1
10,580,1.08,9.8
170.2,70,0.44,127.4
75.2,600,1.04,69.4
190.9,430,0.77,156.2
55.1,325,1.31,52.3
110.3,380,0.89,96.4
160.3,460,0.66,157.4
55.1,640,1.32,52.1
55.1,205,1.35,51.5
100.1,130,0.81,96.7
140.3,285,0.79,121.9
15,15,0.53,14.7
35,750,1.21,34.3
115.2,800,0.87,97.4
25,760,1.16,24
90,255,0.91,80.1
70.1,565,1.13,61.3
50.1,620,1.28,47.2
15,665,1.12,14.7
155.4,100,0.56,151.4
50.1,690,1.29,47.2
135.2,250,0.8,119.6
75.1,755,1.04,69
35,225,1.2,34.1
10,630,1.09,9.8
125.2,770,0.85,119.4
198.4,415,0.84,156.8
55.1,45,0.52,49.7
60.1,75,0.79,54.4
180.3,790,0.66,163.4
170,370,0.71,161.8
165.5,635,0.65,161.5
189.6,350,0.75,153.4
140.2,110,0.65,108.5
10,150,1.08,9.9
155.3,50,0.35,152.2
10,490,1.08,9.9
105.2,685,0.8,97.1
40.1,530,1.21,37.2
45,100,1.23,43.9
20,115,1.14,19.3
10,360,1.08,9.8
30,325,1.18,29.7
45.1,460,1.25,43.2
65.1,230,1.29,60.7
15,460,1.11,14.7
150.2,130,0.79,122
160.1,675,0.8,121
150.3,135,0.96,120.3
50.1,320,1.3,47.3
175.6,485,0.64,159.5
170.6,200,1.02,158.2
20,385,1.13,19.3
55.1,145,1.31,52.4
20,105,1.14,19.3
165.3,510,0.7,160.1
45.1,15,0.23,41.6
135.2,705,0.79,119.6
60.1,405,1.32,58.3
75.2,330,1.08,69.6
145.2,575,0.77,123.4
165.3,700,0.67,158.4
85.1,725,0.96,79.7
125.2,540,0.84,117.8
35,390,1.19,34.4
60.1,170,1.29,53.9
10,105,1.11,9.9
10,15,0.76,9.9
65.1,270,1.31,60.7
160.3,235,0.69,120.8
35,660,1.19,34.1
55.1,165,1.29,52.6
135.4,260,0.82,121.3
80.1,675,0.92,69.5
35,185,1.22,33.8
40,620,1.22,39.6
80.1,450,0.93,69.8
95.1,565,0.86,80.7
95.2,675,0.83,79.9
125.2,725,0.81,117.7
130.2,540,0.83,119.7
80.1,135,0.95,69.7
10,405,1.1,9.8
165.3,115,0.76,127.6
60.1,300,1.35,57.6
105.2,610,0.81,96.8
30,730,1.17,29.8
150.4,85,0.59,119.6
15,345,1.1,14.7
30,140,1.17,29.8
165.1,205,0.75,158.7
50.1,555,1.28,48.5
70.1,610,1.11,61.5
60.1,745,1.31,53.7
15,195,1.1,14.7
20,785,1.13,19.3
155.3,610,0.78,120
15,90,1.11,14.6
50.1,85,1.04,47.8
40,415,1.22,39.6
40.1,160,1.2,37.1
105.2,715,0.8,97.7
175.6,565,0.66,161.5
85.1,220,0.88,81.2
160.2,235,0.72,123.5
60.1,460,1.3,58.7
190.4,645,0.73,161
190.4,755,0.78,160.9
60.1,260,1.33,58.4
194.6,10,1.54,177
180.4,675,0.65,164.1
190.2,440,0.79,157.4
155.5,575,0.68,120.8
150.3,735,0.8,120.4
199.2,345,0.75,159.1
169.7,465,0.64,162.7
184.6,115,0.77,138.5
190.4,565,0.73,161.1
20,730,1.13,19.3
139.9,265,0.78,122.5
110.3,215,0.89,94.9
100.1,120,0.89,84.7
110.2,45,0.34,90.3
30,170,1.17,29.8
60.1,205,1.29,59.2
10,410,1.1,9.9
110.2,230,0.89,96
110.2,645,0.89,97.2
135.2,170,0.84,120.8
10,60,1.08,9.8
70.1,510,1.13,61.4
25,605,1.16,24.1
105.1,140,0.81,97.1
25,710,1.15,24
95.1,370,0.84,81.4
110.2,170,0.91,93.8
170.2,370,0.71,157.3
200.4,105,0.6,146.5
165,740,0.68,161.4
160.5,330,0.68,122.1
10,800,1.08,9.9
145.2,305,0.73,123.6
125.2,595,0.83,119.2
125.2,105,0.73,103.2
95.1,405,0.84,81
135.2,65,0.44,106.8
180.3,320,0.75,156.5
139.7,495,0.77,122.4
40,175,1.22,39.6
195.3,650,0.8,155.2
200.4,630,0.93,154.6
40,360,1.23,39.5
135.2,80,0.54,108
105.3,305,0.81,98.7
170.3,190,0.69,162.3
120.3,785,0.82,95.3
198.5,665,0.77,158.4
55.1,225,1.31,52.1
105.2,255,0.92,94.4
70.1,430,1.13,61.5
140.4,250,0.8,123
150.2,795,0.86,121.6
105,445,0.82,96.5
190.4,775,0.78,161.2
185.3,70,0.43,135.8
165.3,295,0.65,124.1
145.3,405,0.78,122.9
25,675,1.16,24.2
145.2,370,0.87,119.6
15,520,1.11,14.7
140.2,385,0.79,122.7
85.1,165,0.94,79.4
155.3,415,0.82,122.5
65.1,375,1.3,60.9
85.1,580,0.96,79.2
115.2,780,0.86,94.6
15,355,1.13,14.7
105.1,620,0.78,96.8
139.8,605,0.77,121.5
150.2,160,0.8,119.2
55.1,660,1.31,52.2
50.1,590,1.26,47.6
90.2,595,0.9,81
65.1,445,1.29,60.1
50.1,645,1.28,47.4
50.1,105,1.26,47.8
55.1,465,1.29,52.5
185.6,475,0.75,157.9
65.1,315,1.28,60.8
60.1,390,1.31,58.4
180.3,495,0.68,160.9
55.1,800,1.29,52.9
155.3,155,0.79,121
80.1,255,0.94,69.7
175.3,155,0.67,160.7
198.8,140,0.85,158.8
40,545,1.19,39.8
110.2,195,0.89,95.6
120.2,790,0.78,97
35,340,1.2,34.2
25,490,1.15,24.2
160.3,15,0.14,121.1
20,220,1.14,19.3
40,480,1.24,39.2
20,275,1.14,19.2
145.2,70,0.45,111.9
105.1,470,0.8,96.6
130.2,355,0.84,119.4
115.2,700,0.89,96.3
110.2,705,0.89,95.7
115.2,650,0.88,96
90.1,715,0.91,80.1
115.2,370,0.88,95.5
25,460,1.16,24
125.2,220,0.82,118.2
193.6,760,0.81,160.6
185.4,175,0.77,159.7
150.2,295,0.91,120.9
150.4,410,0.84,121.3
145.2,590,0.74,123
175.3,15,0.25,129
175.3,560,0.72,159.4
155.3,625,0.79,121.3
185.3,645,0.73,160.5
100.2,40,0.32,99.5
145.2,795,0.72,123.1
140.2,570,0.76,121.5
40,535,1.21,39.4
105.1,750,0.81,97.6
130.2,575,0.84,118.9
125.2,375,0.87,117.2
135.2,765,0.79,121.8
110.2,415,0.89,94.5
199,280,0.79,157.8
55.1,330,1.3,52.3
140,355,0.78,122
40,770,1.22,39.7
50.1,355,1.29,46.9
75.1,515,1.05,69.1
25,25,0.55,25
75.1,270,1.06,69.5
165.1,440,0.68,157.1
55.1,385,1.31,52.5
125.2,385,0.83,118.3
130.2,255,0.81,119.4
160.3,170,0.69,155.6
60.1,440,1.35,58
30,425,1.17,28.3
20,710,1.13,19.3
170.2,680,0.69,154.8
165.3,15,0.15,123.8
140.2,425,0.77,121.4
55.1,670,1.25,53.6
130.4,20,0.16,129.3
50.1,345,1.29,46.8
80,30,0.3,69
170.6,135,0.68,162.1
80.1,470,0.94,69.6
180.6,480,0.65,161.7
125.1,110,0.7,100.4
185.4,600,0.73,160.6
25,235,1.16,24
70.1,410,1.14,61.2
40,285,1.21,37.1
140,165,0.8,122.5
15,330,1.09,14.8
105.1,410,0.82,97.6
15,495,1.1,14.7
80.2,350,0.94,69.9
10,165,1.08,9.8
15,160,1.13,14.7
110.3,130,0.91,97.2
30,30,0.56,28.5
175.2,465,0.68,159.7
139.6,180,0.83,121.8
95.2,535,0.85,81.2
190.4,145,0.75,158.4
15,340,1.1,14.7
30,240,1.18,28.3
185.3,430,0.73,161
110.3,540,0.89,96.5
65.1,525,1.27,60
175.3,590,0.69,159.9
140.2,440,0.78,121.2
150.2,715,0.84,119
175.3,100,0.53,170
180.6,210,0.78,152.5
65.1,430,1.3,60.8
195.3,595,0.84,156.4
25,350,1.16,24.1
70.1,730,1.14,61.2
50.1,225,1.28,47.4
164.7,155,0.66,160.4
105.2,100,0.71,103.4
95.1,50,0.39,94.2
160.3,125,0.69,155.5
120.2,480,0.84,96.1
65.1,205,1.29,60.6
65.1,580,1.27,60.8
165.3,650,0.67,161.4
125.2,650,0.85,117.8
90.1,575,0.9,79.5
30,210,1.17,29.8
180.3,770,0.66,164.3
140.4,480,0.79,122
30,115,1.17,29.9
135.4,20,0.16,134.5
125.2,550,0.84,118.9
170.3,250,0.72,157.4
95.2,420,0.83,81
90.1,795,0.89,79.6
80.2,475,0.97,70.1
190.4,685,0.79,160.6
185.4,445,0.74,160.8
120.3,380,0.83,98.7
155.2,345,0.85,120.8
200,15,1.16,139.8
105.3,15,0.15,87
85.1,665,0.89,81.4
194.9,690,0.79,156.8
150.2,255,0.82,120.2
189.1,315,0.75,161
65.1,600,1.29,60.7
135.2,310,0.84,120.8
150.2,360,0.85,120.1
110.2,775,0.9,94.9
45.1,200,1.28,42.8
145.1,260,0.74,122.4
130.2,200,0.85,119.7
145.3,160,0.78,122.3
110.2,765,0.88,97.5
80.1,425,0.93,70.1
198,470,0.73,159.3
85.2,650,0.95,79.8
25,525,1.15,24.1
160.1,450,0.74,122.9
75.1,130,1.04,69.4
155.2,75,0.47,119.2
145.4,175,0.76,121.8
105.1,640,0.81,98.8
165.2,775,0.69,158
170.3,780,0.68,161.3
180.3,520,0.66,163.6
125.2,695,0.83,118.7
45.1,265,1.27,42.7
90.1,180,0.91,79.8
145.5,170,0.83,119.4
175.3,505,0.61,160.6
65.1,145,1.29,61.1
155.2,140,0.78,122.3
80.1,665,0.95,70.1
85.1,695,0.97,79.6
175.3,680,0.63,160.2
130.3,200,0.84,119.6
70.1,555,1.14,61.5
185.6,555,0.74,159.9
95.1,545,0.82,80.1
110.3,255,0.89,94.6
75.1,395,1.05,70.1
30,590,1.18,29.9
50.1,670,1.3,46.9
55.1,285,1.3,53
160.2,505,0.73,122.6
120.3,25,0.18,119.5
65.1,90,0.89,57.9
85.2,255,0.89,81.4
50.1,240,1.28,47.4
120.2,570,0.85,97.3
100.1,450,0.8,96.8
80.1,495,0.92,69.2
130.2,745,0.82,120.3
190.5,520,0.74,160.9
130.4,135,0.83,119.8
193.2,790,0.87,154.8
70.1,650,1.13,61.3
90.1,385,0.91,81.1
194.7,285,0.76,156.9
190.4,665,0.74,158.4
120.1,145,0.85,98.8
15,240,1.12,14.7
115.2,255,0.85,95.2
175.3,385,0.69,164
90.1,610,0.91,79.3
100.2,705,0.78,97.4
40,645,1.21,39.7
45.1,190,1.26,43
190.4,90,0.52,138
145.2,640,0.89,119.7
155.3,105,0.67,121.8
140.3,40,0.26,138.4
15,390,1.1,14.7
170.3,75,0.47,128.2
100.1,155,0.82,95.6
30,575,1.16,29.9
45.1,90,1.18,41.4
120.3,155,0.84,97
185.7,315,0.7,159.5
85.1,370,0.97,79.4
190.3,45,0.27,136.8
125.2,65,0.46,100.5
90.1,665,0.9,80.6
130.2,50,0.33,128.3
15,770,1.13,14.6
185.7,15,1.15,133.4
200.1,325,0.74,160.4
90.1,455,0.9,79.9
120.2,460,0.85,114.8
120.4,325,0.82,98
40,525,1.21,39.7
45.1,210,1.26,42.9
95.2,90,0.68,79.6
164.9,630,0.68,122.5
50.1,180,1.27,47.5
145.5,350,0.73,123.3
35.1,105,1.19,34.2
185.3,785,0.76,159.8
50.1,770,1.28,47.9
95.1,165,0.84,80.7
140.4,140,0.77,121.9
198.3,530,0.73,159
160.3,75,0.47,122.6
135.2,275,0.81,122.2
135.2,210,0.86,119.4
145.2,410,0.77,122.4
185.4,480,0.82,157.1
65.1,705,1.27,60.9
140.4,185,0.8,121.4
198.1,315,0.77,159.7
10,640,1.1,9.9
125.2,630,0.82,117.9
140.4,10,0.13,139
30,800,1.17,29.7
200.3,755,0.82,155.2
70.1,195,1.14,61.4
125.2,175,0.81,119.2
30,100,1.16,28.3
25,270,1.16,24.1
95.1,75,0.6,80.7
160.1,110,0.62,121.5
165.3,775,0.65,122.8
150.2,240,0.82,120.5
85.1,330,0.95,79.7
50.1,290,1.29,47.2
85.1,640,0.97,79.4
110.2,505,0.9,94.7
50.1,665,1.28,48
145.3,460,0.72,123.1
105.1,340,0.82,96.1
80.2,85,0.78,71.6
80.1,25,0.22,79.8
30,475,1.17,29.8
150.2,580,0.87,119.3
50.1,570,1.28,47.3
95.1,725,0.86,81.2
170.4,20,1.52,148.9
10,325,1.09,9.9
110.2,120,0.88,90.7
90.1,725,0.9,79.6
130.4,620,0.85,119.4
75.1,645,1.06,69.4
190.7,580,0.74,161
75.1,310,1.03,69.8
139.9,610,0.78,121.8
110.1,90,0.63,89.6
25,205,1.16,24
100.2,360,0.83,94.5
30,450,1.16,29.9
95.1,520,0.83,80
45.1,350,1.25,43.3
135.2,505,0.81,120.5
185.3,395,0.75,159.6
165.3,795,0.69,159.2
75.1,430,1.07,70.2
170.2,445,0.68,161.6
185.3,350,0.76,160.2
95.1,140,0.85,81.2
150.5,475,0.85,120.2
75.1,405,1.04,69.3
85.1,100,0.81,83.9
80.1,680,0.92,68.8
65.1,65,0.66,58.4
50.1,490,1.28,47.4
50.1,480,1.3,47
165.3,100,0.55,160.8
180.4,320,0.74,156.3
155,65,0.42,118.9
105.2,140,0.82,97.7
60.1,135,1.34,58
190.3,425,0.72,161.2
120.1,180,0.82,96.6
150.2,145,0.89,120.1
30,645,1.17,28.3
15,560,1.12,14.7
80.1,600,0.92,69
75.1,780,1.06,69.7
55.1,395,1.31,52.8
30,610,1.17,28.3
80.1,230,0.91,69
185.3,695,0.75,160.2
180.2,295,0.67,161.8
145.2,55,0.36,112
105.2,650,0.81,97.4
130.2,305,0.85,119.4
125.2,260,0.85,118
40,470,1.21,39.5
90.1,530,0.9,80.5
194.9,565,0.73,159.2
160.3,150,0.73,119.9
150.2,615,0.85,119.4
65.1,785,1.29,60.9
120.1,700,0.82,97.1
45.1,80,1.07,42.6
35,240,1.21,34
85.1,340,0.88,81.6
110.2,450,0.89,96.8
198.9,85,0.67,146.6
75.1,190,1.06,69.4
135.2,790,0.79,121.6
70.1,490,1.12,61.5
100.2,270,0.83,96
60.1,700,1.28,59.5
55.1,180,1.33,51.7
115.2,625,0.87,96.5
80.1,645,0.94,70
85.1,760,0.95,80
160.3,385,0.68,120.4
160,340,0.8,122.9
105.3,540,0.81,97.8
130.2,585,0.87,118.8
15,515,1.13,14.7
25,515,1.15,24.1
125.2,450,0.79,120.8
194.6,185,0.79,158.1
139.7,200,0.78,122.7
115.2,525,0.85,94.8
30,70,1.17,29.8
120.1,790,0.8,96.9
164.9,460,0.66,159.3
155.3,530,0.78,122.5
45.1,510,1.26,43.1
130.2,40,0.27,128.7
165.3,670,0.66,159.9
75.1,170,1.03,68.7
105.2,440,0.81,97.7
85.1,495,0.94,79.2
15,750,1.12,14.7
169.7,315,0.65,162.5
20,60,1.13,19.2
159.9,735,0.75,122.7
30,355,1.18,29.9
60.1,65,0.71,54.4
40,655,1.21,39.6
199.5,375,0.75,158.2
169.7,165,0.67,162.2
45.1,735,1.25,42.8
194.3,160,0.76,158.4
60.1,790,1.28,53.3
145.5,515,0.77,123.4
200.3,520,0.75,158.9
145.3,760,0.8,122.6
30,35,0.68,28.8
130.2,470,0.85,118
30,795,1.17,29.8
110.3,90,0.64,89.3
155.3,390,0.76,122.7
195,615,0.73,160.3
135.2,360,0.82,121.2
145.5,215,0.84,119.8
175.3,285,0.69,161.4
20,130,1.13,19.2
85.1,715,0.95,79.5
159.7,585,0.76,122.2
90.1,245,0.91,81.1
175.4,770,0.69,163.5
194.7,630,0.76,158
196.5,160,0.83,158.5
175.3,235,0.69,160.6
175.3,400,0.69,160.7
85.1,510,0.95,79.5
169.3,590,0.68,161.7
55,140,1.29,52.9
180.2,785,0.64,164.2
150.2,225,0.89,121.7
170,540,0.68,162.5
45,535,1.26,43.4
15,75,1.12,14.7
155.5,410,0.76,121.6
105.1,225,0.91,93.4
135.4,145,0.81,120.7
40,735,1.24,39.6
189.8,175,0.77,155.5
75.1,485,1.05,69
160.2,435,0.73,123.4
125.4,475,0.81,119.9
25,365,1.16,24
90.2,285,0.9,80.2
197.9,145,0.84,158.1
140.3,630,0.77,121.2
145.1,380,0.77,122.6
30,65,1.17,29.8
190,190,0.76,156.2
50.1,745,1.26,47.5
40,240,1.2,39.8
50.1,700,1.28,47.5
135.2,400,0.8,122.2
105.2,85,0.66,90
160.3,775,0.71,123.3
130.4,85,0.65,105.9
110.2,725,0.89,93.9
194.1,325,0.82,155.2
194.6,475,0.75,156.9
85.2,310,0.92,81.3
155.3,40,0.24,153.1
65.1,260,1.29,60.2
55.1,520,1.31,53
95.1,200,0.86,80.2
180.6,285,0.68,164.3
185.7,190,0.77,156.8
140.2,255,0.79,120
40,750,1.23,39.5
75.1,340,1.04,69.1
20,565,1.14,19.2
95.1,755,0.83,79.8
180.3,105,0.67,135.4
120.1,570,0.8,96.1
70.1,395,1.16,61.5
40,605,1.2,37
90.1,105,0.84,78.7
140.3,705,0.81,122.1
40,515,1.21,39.6
80.1,350,0.93,69
55.1,65,0.74,50.3
135.4,190,0.81,120.1
90.1,510,0.92,81.2
30,160,1.18,29.8
44.8,570,1.26,43.1
115.2,480,0.89,95.6
150.2,90,0.56,114.3
60.1,250,1.28,59.1
15,550,1.09,14.7
125.4,155,0.84,121.2
145.4,745,0.79,123.2
200.4,70,0.43,143.3
160.2,70,0.43,120.5
105.1,595,0.81,96.1
155.2,405,0.73,121.9
15,55,1.12,14.6
120.2,45,0.31,96.7
145.3,610,0.74,122.8
190.1,730,0.77,156.5
115.2,660,0.84,97.1
200.4,25,0.29,195.5
40,10,0.15,40
95.1,625,0.84,80.4
175.3,270,0.67,162.6
105.2,275,0.91,93.8
189.9,430,0.77,159.6
35.1,295,1.19,34.2
55.1,625,1.27,53.1
25,215,1.17,24
80.2,10,0.11,79.9
175.7,415,0.65,161.6
55.1,40,0.44,54.8
160.3,650,0.72,122.4
35,110,1.21,34.1
45.1,160,1.26,43
20,685,1.13,19.3
180.3,445,0.65,163.8
60.1,115,1.23,56.7
15,205,1.12,14.6
80.1,720,0.93,69.8
170.4,775,0.89,158.9
15,785,1.11,14.7
45.1,50,0.65,44.8
95.1,415,0.85,80.7
45.1,220,1.26,42.9
25,385,1.16,24.1
130.3,625,0.84,119.5
125.2,735,0.83,118.9
100.2,215,0.82,96.3
70.1,110,1.01,61.3
168.8,550,0.71,162.1
120.1,550,0.85,96.4
155.3,785,0.75,122.3
15,795,1.11,14.7
75.1,625,1.04,69.7
50.1,205,1.28,47.9
110.1,655,0.91,94.7
190.3,130,0.69,161.2
165.5,540,0.73,159.2
190.6,595,0.72,159.2
140.2,550,0.76,121.5
195.3,85,0.57,142.1
130.2,670,0.81,119.9
165.7,295,0.65,159
90.1,320,0.91,80.3
190.7,280,0.77,157.7
140.1,660,0.77,122.5
195,275,0.78,157.9
100.1,755,0.84,95.4
135.2,115,0.83,110.1
198.4,710,0.85,157.3
120.3,200,0.85,97.5
169.6,755,0.73,162.7
35,455,1.18,34.5
170.3,400,0.67,157.4
115.2,750,0.88,97.4
194.7,215,0.76,156.6
65.1,565,1.28,60.9
185.3,300,0.76,158.3
145,230,0.73,122.2
175.3,550,0.77,155.1
140.1,795,0.79,121.2
175.6,70,0.45,129
185.3,140,0.78,155.6
25,135,1.16,24
130.4,355,0.83,119.1
160.2,145,0.71,123.4
150.2,595,0.86,120.7
145.3,105,0.67,114.7
50.1,270,1.28,47.3
65.1,505,1.29,60.9
135.2,530,0.78,121.2
10,35,1.08,9.8
180.2,700,0.67,164.5
150.2,500,0.83,119.5
115.2,730,0.86,94.5
160.5,475,0.72,122.4
30,380,1.17,29.9
50,175,1.26,47.9
135.1,230,0.8,121.6
85.2,490,0.95,79.5
115.3,625,0.86,95.6
160.3,220,0.76,123.2
55.1,455,1.34,52.2
65.1,330,1.28,60.9
120.2,715,0.83,96.2
120.3,80,0.58,98.3
85.1,235,0.93,80
